,Chuv,Pres,Temp,Umid
0,0.0,1022.4223022460938,20.8878231048584,66.73432159423828
1,0.0,1022.3036499023438,21.0555362701416,66.87088775634766
2,0.0,1022.3334350585938,21.401355743408203,67.94441986083984
3,0.0,1022.3569946289062,21.807941436767578,67.127197265625
4,0.0,1022.0576782226562,22.653417587280273,61.792083740234375
5,0.0,1022.260498046875,22.761287689208984,61.91838455200195
6,0.0,1022.3804321289062,22.90526580810547,63.473167419433594
7,0.0,1022.6871948242188,22.27922248840332,67.17992401123047
8,1.0,1023.0313720703125,22.08912467956543,68.33123016357422
9,0.0,1023.2613525390625,21.698678970336914,68.92837524414062
10,0.0,1023.4298706054688,21.98487091064453,70.64252471923828
11,0.0,1023.6075439453125,21.744075775146484,71.8077392578125
12,0.0,1023.9876098632812,20.73455047607422,74.61534881591797
13,1.0,1024.200439453125,20.729345321655273,76.40424346923828
14,0.0,1024.2857666015625,22.02057647705078,69.86585998535156
15,0.0,1024.4913330078125,21.522499084472656,71.44898223876953
16,0.0,1024.577392578125,21.751522064208984,69.62004852294922
17,0.0,1024.7825927734375,22.454614639282227,66.1346435546875
18,0.0,1024.8175048828125,22.22998809814453,67.57634735107422
19,0.0,1025.3277587890625,19.95470428466797,77.26776123046875
20,0.0,1025.0948486328125,21.027057647705078,71.13378143310547
21,0.0,1025.036865234375,21.060749053955078,72.70751190185547
22,0.0,1024.995849609375,21.107452392578125,72.58078002929688
23,0.0,1024.8077392578125,21.39911460876465,71.21104431152344
24,0.0,1024.6358642578125,20.289459228515625,75.39124298095703
25,0.0,1024.420166015625,20.108570098876953,77.32586669921875
26,0.0,1024.31689453125,20.145355224609375,77.0591812133789
27,0.0,1024.13037109375,19.85136604309082,77.97915649414062
28,0.0,1023.9486694335938,19.386791229248047,79.4779052734375
29,0.0,1023.7415771484375,19.38311004638672,80.06903076171875
30,0.0,1023.46875,19.233909606933594,80.42708587646484
31,0.0,1023.1934814453125,19.30826187133789,80.32243347167969
32,0.0,1023.0581665039062,19.552906036376953,79.00025939941406
33,0.0,1022.9411010742188,19.36016845703125,78.74620056152344
34,0.0,1022.6775512695312,19.656475067138672,77.31148529052734
35,0.0,1022.582275390625,19.383190155029297,78.88652038574219
36,0.0,1022.537841796875,19.439327239990234,78.1520767211914
37,0.0,1022.3897094726562,19.896074295043945,76.43042755126953
38,0.0,1022.3414916992188,19.96917724609375,76.01885986328125
39,0.0,1022.401611328125,19.972862243652344,74.6473159790039
40,0.0,1022.2891845703125,20.066240310668945,74.04064178466797
41,0.0,1022.2396240234375,20.0274600982666,74.1768569946289
42,0.0,1022.10693359375,20.098003387451172,73.642333984375
43,0.0,1022.107666015625,20.040019989013672,74.04484558105469
44,0.0,1022.0234985351562,19.904794692993164,74.39493560791016
45,0.0,1022.1373901367188,20.053308486938477,74.27385711669922
46,0.0,1022.0581665039062,19.95245361328125,74.72352600097656
47,0.0,1022.2070922851562,20.043943405151367,74.58790588378906
48,0.0,1022.2694091796875,20.32415771484375,73.04498291015625
49,0.0,1022.2659912109375,20.574960708618164,71.70533752441406
